Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Travel_Rarely,Human Resources,27,3,Medical,1,Female,Research Director,3,Married,4838,7,Yes,16,3,12,4,3,4,10,10,5,No
32,Travel_Rarely,Sales,22,3,Medical,2,Female,Laboratory Technician,4,Married,4509,5,No,18,3,14,5,1,9,4,7,2,No
32,Travel_Rarely,Human Resources,8,3,Other,1,Female,Human Resources,1,Divorced,5428,3,No,15,1,10,6,4,8,9,10,1,No
45,Travel_Rarely,Human Resources,6,2,Technical Degree,2,Female,Sales Executive,4,Single,4044,3,No,16,1,25,5,2,10,9,10,7,No
22,Travel_Rarely,Sales,3,4,Technical Degree,4,Female,Sales Executive,3,Married,3983,1,No,20,3,4,5,2,4,10,4,9,No
39,Non-Travel,Research & Development,13,2,Technical Degree,1,Male,Research Scientist,1,Single,2679,1,No,13,3,20,4,4,5,5,1,9,No
56,Travel_Rarely,Research & Development,1,3,Marketing,3,Male,Sales Executive,4,Single,5952,5,Yes,20,3,38,1,1,7,9,7,7,No
48,Travel_Rarely,Research & Development,22,4,Marketing,1,Female,Research Scientist,4,Single,3568,4,No,22,0,27,6,1,5,3,10,6,No
42,Travel_Frequently,Research & Development,13,3,Marketing,1,Female,Research Scientist,4,Married,1740,2,Yes,11,1,20,6,4,13,0,0,10,Yes
33,Non-Travel,Research & Development,8,2,Technical Degree,4,Male,Human Resources,2,Single,3527,3,No,18,1,13,4,3,6,4,8,9,No
19,Travel_Frequently,Research & Development,7,4,Life Sciences,2,Female,Research Scientist,1,Married,2350,2,Yes,11,2,0,1,4,13,9,4,6,No
47,Non-Travel,Sales,7,1,Medical,3,Male,Sales Executive,2,Single,3414,2,Yes,22,0,29,4,1,6,4,0,1,No
55,Non-Travel,Research & Development,28,4,Life Sciences,2,Female,Sales Executive,3,Married,9736,2,No,18,2,34,3,4,3,5,5,0,No
41,Travel_Rarely,Human Resources,6,2,Medical,2,Female,Research Scientist,2,Single,9646,2,Yes,17,0,19,3,4,7,7,3,6,No
20,Non-Travel,Research & Development,29,1,Marketing,2,Female,Laboratory Technician,2,Married,3139,4,Yes,13,0,1,4,4,3,1,0,10,Yes
34,Travel_Frequently,Research & Development,20,4,Medical,4,Male,Laboratory Technician,2,Married,5502,3,No,24,2,13,3,2,1,7,7,0,No
43,Non-Travel,Research & Development,16,3,Life Sciences,4,Female,Research Scientist,4,Married,7041,3,No,13,2,21,0,2,2,4,8,1,No
53,Travel_Rarely,Research & Development,7,1,Technical Degree,4,Female,Manufacturing Director,2,Divorced,6837,4,No,19,1,32,1,2,14,5,4,5,No
48,Travel_Rarely,Sales,11,4,Medical,2,Female,Manager,4,Single,3902,6,No,23,2,29,3,1,11,3,7,8,Yes
59,Travel_Rarely,Sales,5,4,Life Sciences,2,Female,Laboratory Technician,2,Married,3359,4,No,14,3,41,6,4,12,5,9,1,No
26,Non-Travel,Research & Development,5,2,Life Sciences,1,Female,Sales Executive,4,Married,2287,4,No,19,1,5,6,1,15,6,8,1,No
44,Travel_Rarely,Human Resources,1,4,Technical Degree,2,Male,Sales Representative,4,Married,5532,2,No,13,3,23,6,4,9,4,8,0,No
41,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,Laboratory Technician,3,Divorced,5046,3,No,17,0,19,5,3,2,10,8,6,Yes
19,Non-Travel,Sales,7,2,Technical Degree,3,Male,Sales Executive,1,Single,4530,0,No,12,1,0,5,2,2,4,4,3,No
43,Travel_Rarely,Research & Development,27,1,Medical,2,Male,Research Scientist,1,Married,3403,3,No,23,3,24,4,4,1,8,8,9,Yes
24,Non-Travel,Research & Development,24,1,Marketing,4,Female,Research Director,3,Single,4343,2,No,10,0,2,3,4,10,8,3,3,No
51,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,Sales Representative,4,Divorced,3173,4,No,24,3,33,0,2,6,2,4,5,No
46,Travel_Rarely,Research & Development,22,4,Life Sciences,4,Male,Sales Executive,3,Single,2762,3,No,19,1,27,2,4,4,4,5,0,No
34,Travel_Rarely,Human Resources,11,1,Life Sciences,4,Female,Laboratory Technician,4,Single,5448,3,Yes,24,1,14,2,3,11,0,7,6,No
49,Travel_Rarely,Sales,18,1,Life Sciences,2,Male,Research Director,1,Single,3731,4,No,22,2,28,2,2,13,10,0,6,No
59,Travel_Frequently,Sales,5,4,Medical,1,Male,Healthcare Representative,3,Single,3608,4,Yes,13,0,39,3,3,15,5,7,10,No
29,Travel_Rarely,Human Resources,20,4,Medical,4,Female,Sales Executive,3,Single,9390,4,No,17,1,11,1,4,10,5,4,7,No
40,Travel_Rarely,Sales,12,3,Marketing,2,Female,Research Scientist,4,Married,4188,3,No,25,1,22,4,1,9,3,1,1,No
33,Travel_Rarely,Research & Development,7,3,Medical,2,Male,Research Scientist,4,Single,2630,2,Yes,23,1,15,4,4,2,0,7,5,No
49,Travel_Frequently,Sales,29,4,Life Sciences,2,Male,Sales Executive,1,Married,3843,4,Yes,23,3,31,3,1,14,2,5,7,Yes
45,Non-Travel,Research & Development,4,1,Other,4,Female,Manager,2,Single,6109,2,No,15,1,23,3,3,15,9,0,1,No
37,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Male,Research Scientist,1,Single,9236,4,Yes,15,3,16,3,3,14,4,1,2,No
23,Travel_Frequently,Sales,15,2,Life Sciences,3,Female,Sales Executive,2,Divorced,8170,1,Yes,19,1,2,1,3,4,7,1,10,No
19,Travel_Rarely,Research & Development,25,3,Marketing,4,Female,Laboratory Technician,1,Married,5015,0,No,24,3,0,6,4,4,1,0,9,No
31,Travel_Rarely,Research & Development,14,1,Life Sciences,4,Female,Manufacturing Director,1,Married,5201,1,No,19,3,9,5,1,2,10,10,9,Yes
41,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,Sales Executive,1,Married,4458,3,No,12,0,20,4,4,14,3,2,10,No
46,Travel_Rarely,Sales,28,4,Life Sciences,4,Female,Laboratory Technician,3,Married,2769,2,No,19,2,27,5,1,6,3,2,9,No
24,Non-Travel,Sales,3,3,Technical Degree,3,Male,Sales Executive,2,Single,8136,7,Yes,20,1,6,6,3,6,0,1,9,No
23,Travel_Rarely,Human Resources,29,3,Technical Degree,1,Female,Sales Representative,4,Married,4484,4,No,12,3,5,3,1,1,7,5,2,No
21,Travel_Rarely,Human Resources,6,1,Life Sciences,1,Male,Sales Executive,1,Married,4372,4,No,11,1,1,6,3,6,6,2,6,No
59,Travel_Rarely,Research & Development,8,1,Medical,1,Male,Sales Executive,4,Divorced,3208,3,Yes,14,3,37,0,3,10,9,8,8,No
30,Travel_Rarely,Research & Development,22,1,Medical,2,Female,Research Director,1,Married,3732,4,Yes,12,1,9,0,4,12,6,0,6,No
44,Non-Travel,Sales,13,4,Technical Degree,3,Male,Manufacturing Director,4,Married,5999,4,Yes,21,0,26,0,2,12,3,9,5,No
50,Travel_Frequently,Sales,22,1,Life Sciences,2,Female,Manager,2,Single,9473,7,Yes,21,1,28,1,1,8,1,8,0,No
41,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,Manager,2,Married,5360,4,No,17,2,21,4,3,8,4,0,2,No
28,Non-Travel,Human Resources,5,2,Marketing,4,Male,Research Director,3,Married,6833,5,No,16,0,10,0,4,7,2,7,9,No
53,Travel_Frequently,Research & Development,16,3,Life Sciences,1,Female,Research Scientist,1,Married,4601,2,No,11,1,31,0,3,15,5,6,5,No
58,Non-Travel,Sales,17,1,Medical,2,Male,Sales Executive,3,Divorced,5993,3,No,18,2,38,5,2,5,1,0,2,No
51,Travel_Frequently,Research & Development,27,3,Life Sciences,4,Female,Human Resources,3,Single,2885,1,Yes,15,2,29,5,3,0,1,10,3,Yes
18,Travel_Frequently,Research & Development,2,4,Life Sciences,3,Male,Research Scientist,2,Single,4045,1,No,14,2,0,0,3,11,1,6,3,No
49,Travel_Rarely,Research & Development,27,2,Human Resources,4,Male,Manufacturing Director,3,Single,4061,5,No,16,0,27,0,4,9,2,8,2,No
21,Travel_Frequently,Human Resources,2,1,Other,2,Male,Human Resources,2,Married,3438,2,Yes,22,2,3,3,3,14,9,2,7,No
42,Travel_Rarely,Sales,16,3,Life Sciences,1,Male,Research Scientist,3,Married,3124,4,Yes,17,2,23,0,2,0,9,10,4,No
56,Travel_Rarely,Sales,20,3,Technical Degree,4,Male,Manager,2,Single,3882,1,Yes,10,3,38,2,1,6,0,5,10,No
47,Travel_Rarely,Sales,27,4,Other,2,Male,Sales Executive,1,Divorced,5104,1,No,19,0,25,3,4,2,4,5,3,No
49,Travel_Frequently,Human Resources,13,4,Life Sciences,4,Male,Sales Executive,4,Married,7474,3,Yes,16,2,30,0,4,12,8,9,10,No
42,Non-Travel,Sales,14,3,Marketing,3,Male,Laboratory Technician,1,Married,6006,7,Yes,25,2,21,1,4,10,2,2,9,No
27,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,Healthcare Representative,1,Single,4023,2,No,15,0,7,0,4,6,7,2,0,No
49,Travel_Rarely,Sales,8,3,Life Sciences,2,Female,Sales Representative,4,Married,2895,4,No,16,0,27,6,1,2,2,4,5,No
31,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,Research Scientist,2,Married,3024,4,No,14,2,13,4,2,15,10,5,1,No
53,Travel_Rarely,Research & Development,9,2,Marketing,1,Female,Laboratory Technician,3,Single,8534,5,No,18,2,33,3,1,15,9,5,2,No
20,Travel_Rarely,Research & Development,6,1,Medical,3,Male,Sales Executive,4,Married,5102,7,Yes,14,3,0,3,1,3,6,3,3,No
35,Travel_Rarely,Sales,20,3,Life Sciences,2,Male,Research Scientist,1,Married,5967,2,No,21,0,13,4,2,6,1,9,8,No
40,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,Sales Executive,2,Single,6152,4,No,13,3,21,1,3,11,3,4,7,No
48,Travel_Rarely,Human Resources,7,3,Life Sciences,3,Male,Manager,1,Married,5019,2,No,17,2,27,2,1,0,10,4,3,No
54,Travel_Rarely,Research & Development,10,3,Medical,1,Male,Laboratory Technician,1,Single,3877,2,Yes,11,0,32,4,3,5,4,9,3,No
40,Non-Travel,Sales,12,4,Human Resources,1,Male,Research Director,2,Married,3096,1,No,13,2,20,2,2,10,3,10,3,No
51,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,Sales Representative,4,Married,4356,5,No,13,0,31,5,2,5,3,10,5,No
58,Travel_Rarely,Research & Development,20,3,Technical Degree,2,Female,Research Scientist,2,Single,5223,4,No,19,1,38,0,2,9,7,10,10,No
56,Travel_Rarely,Research & Development,8,2,Marketing,2,Male,Laboratory Technician,4,Married,6718,5,No,25,3,36,0,1,1,9,9,4,No
46,Non-Travel,Sales,21,2,Life Sciences,1,Female,Sales Executive,3,Single,8784,1,No,23,0,27,3,4,6,5,8,1,Yes
22,Travel_Rarely,Research & Development,14,2,Life Sciences,3,Male,Manufacturing Director,3,Single,5102,2,No,11,1,4,2,3,15,2,1,4,No
55,Travel_Frequently,Sales,3,3,Marketing,1,Female,Research Scientist,1,Married,6986,1,Yes,15,1,33,6,1,14,10,9,5,No
18,Travel_Rarely,Sales,21,2,Life Sciences,4,Male,Research Scientist,2,Single,3148,6,No,16,2,0,2,1,10,4,3,10,No
30,Travel_Rarely,Human Resources,22,1,Life Sciences,4,Female,Research Scientist,4,Married,7024,2,No,10,0,10,3,2,4,2,9,1,No
44,Non-Travel,Research & Development,21,2,Medical,1,Male,Research Director,2,Married,11100,3,No,21,1,22,5,2,13,2,2,10,No
20,Travel_Rarely,Sales,25,3,Life Sciences,2,Female,Manager,2,Single,2734,4,Yes,23,0,0,3,3,11,10,10,2,No
25,Non-Travel,Sales,6,2,Medical,3,Male,Laboratory Technician,4,Single,3440,1,No,23,0,4,1,3,9,4,0,5,No
55,Non-Travel,Research & Development,3,4,Medical,2,Female,Sales Executive,2,Divorced,4324,3,No,13,1,37,3,2,6,9,2,4,No
30,Non-Travel,Research & Development,28,2,Technical Degree,2,Male,Research Scientist,4,Single,4392,6,Yes,18,2,11,1,3,3,6,5,7,Yes
52,Travel_Rarely,Research & Development,21,3,Medical,3,Male,Laboratory Technician,3,Single,2698,2,No,19,1,33,6,4,8,7,9,8,No
21,Travel_Rarely,Research & Development,26,1,Medical,2,Female,Manager,3,Single,3991,4,Yes,15,0,2,1,3,3,2,9,1,Yes
50,Travel_Rarely,Sales,1,3,Other,1,Female,Manufacturing Director,3,Single,3507,1,Yes,15,1,28,5,2,0,7,4,8,No
45,Travel_Rarely,Sales,20,2,Marketing,2,Male,Sales Executive,3,Married,3510,1,Yes,21,0,25,1,4,0,9,2,7,No
25,Travel_Frequently,Research & Development,25,3,Life Sciences,4,Female,Healthcare Representative,1,Married,4106,2,No,18,1,7,1,4,14,10,3,2,No
20,Travel_Rarely,Research & Development,25,1,Life Sciences,3,Female,Research Scientist,2,Married,6144,4,No,13,0,0,4,2,13,2,10,5,No
27,Travel_Rarely,Human Resources,8,4,Medical,2,Female,Healthcare Representative,3,Married,4648,4,No,10,1,7,2,4,13,9,1,6,No
23,Travel_Rarely,Human Resources,7,3,Life Sciences,2,Female,Research Scientist,1,Married,5070,0,No,25,1,4,2,2,3,3,10,7,No
44,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Female,Laboratory Technician,4,Single,4177,2,No,15,0,25,1,3,8,2,2,9,No
20,Travel_Rarely,Sales,26,3,Life Sciences,1,Female,Laboratory Technician,4,Single,2318,4,No,17,0,0,2,4,10,9,1,8,No
40,Travel_Rarely,Sales,18,1,Marketing,3,Male,Sales Executive,4,Single,12228,4,No,22,1,21,1,4,4,10,10,1,No
45,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,Healthcare Representative,3,Divorced,2611,1,No,24,3,23,2,2,9,8,4,1,No
32,Travel_Rarely,Research & Development,15,4,Medical,1,Male,Human Resources,4,Single,4982,1,No,12,0,11,2,4,10,5,1,5,No
28,Non-Travel,Research & Development,16,4,Life Sciences,2,Female,Research Scientist,4,Married,4112,3,No,25,3,7,1,3,1,3,10,10,No
21,Travel_Rarely,Research & Development,11,3,Medical,2,Female,Sales Executive,4,Single,9841,2,No,19,3,0,0,1,3,7,2,5,No
48,Travel_Frequently,Research & Development,17,1,Life Sciences,1,Male,Sales Executive,3,Married,6313,2,No,19,0,29,4,3,14,5,2,5,No
54,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,Sales Representative,2,Single,3135,3,Yes,11,0,36,3,1,4,1,4,1,No
59,Travel_Frequently,Sales,24,1,Life Sciences,3,Female,Sales Representative,1,Single,4561,4,No,15,2,40,5,4,6,5,7,1,No
36,Travel_Rarely,Research & Development,23,4,Technical Degree,1,Male,Laboratory Technician,3,Single,3280,2,Yes,20,0,14,3,2,12,4,0,0,No
55,Travel_Rarely,Research & Development,17,1,Marketing,1,Female,Research Scientist,2,Single,11527,2,No,15,3,35,0,1,3,9,0,8,No
36,Travel_Frequently,Research & Development,29,1,Life Sciences,4,Female,Research Scientist,1,Married,2813,7,No,24,2,16,3,4,3,6,10,1,No
20,Travel_Frequently,Research & Development,5,3,Medical,1,Female,Human Resources,3,Married,7251,2,No,23,0,0,4,4,12,0,1,6,No
51,Travel_Frequently,Sales,2,2,Technical Degree,1,Male,Sales Executive,4,Single,6054,0,No,21,3,31,0,1,2,7,10,2,No
38,Travel_Rarely,Research & Development,5,4,Other,3,Female,Sales Executive,2,Single,4241,3,Yes,10,0,17,4,2,6,6,4,4,No
27,Travel_Rarely,Human Resources,26,1,Medical,3,Female,Research Scientist,1,Married,4288,1,No,19,1,5,6,2,9,8,8,1,No
41,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Male,Manufacturing Director,3,Married,3855,4,No,19,0,23,0,2,15,10,5,6,No
58,Non-Travel,Research & Development,16,3,Life Sciences,4,Female,Sales Representative,3,Single,3692,5,No,16,1,38,3,2,8,10,7,0,No
31,Travel_Rarely,Sales,5,2,Medical,3,Male,Sales Executive,3,Single,3512,5,No,25,2,13,2,2,14,9,2,1,No
56,Travel_Rarely,Research & Development,2,3,Technical Degree,3,Male,Sales Executive,2,Married,4971,4,Yes,13,0,36,0,2,5,0,0,2,No
49,Travel_Rarely,Research & Development,6,2,Technical Degree,3,Female,Laboratory Technician,1,Married,4351,3,No,24,3,30,5,1,11,4,0,4,No
34,Travel_Rarely,Sales,10,3,Medical,3,Female,Sales Executive,2,Married,7378,4,Yes,17,1,13,4,4,5,0,6,0,No
56,Travel_Rarely,Research & Development,5,4,Medical,3,Female,Sales Executive,3,Single,2932,4,Yes,11,3,37,0,3,13,9,10,8,No
41,Travel_Rarely,Research & Development,16,2,Medical,2,Female,Research Director,1,Single,6000,4,No,18,2,20,5,2,9,9,4,1,No
26,Travel_Frequently,Research & Development,18,4,Marketing,1,Male,Research Scientist,4,Married,5526,4,No,25,0,4,2,1,12,10,6,6,No
32,Travel_Rarely,Sales,29,2,Medical,1,Female,Sales Executive,4,Single,6899,2,Yes,12,0,10,1,4,3,0,2,10,No
37,Travel_Rarely,Human Resources,21,2,Life Sciences,4,Male,Laboratory Technician,4,Single,6370,5,No,19,2,19,0,2,3,9,4,9,No
44,Travel_Rarely,Research & Development,23,2,Life Sciences,4,Male,Laboratory Technician,3,Divorced,7796,3,No,14,3,23,5,2,12,0,4,8,No
59,Non-Travel,Research & Development,8,1,Life Sciences,4,Male,Sales Executive,2,Married,6190,2,Yes,11,3,38,4,3,1,4,6,6,No
38,Travel_Rarely,Sales,5,4,Marketing,2,Male,Manufacturing Director,3,Single,5004,3,Yes,17,3,16,1,3,9,7,9,4,No
32,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,Laboratory Technician,1,Single,4690,6,Yes,12,0,12,6,4,5,10,8,4,No
24,Non-Travel,Research & Development,26,1,Life Sciences,3,Female,Research Scientist,1,Single,4739,2,No,18,1,2,0,1,8,3,0,2,No
47,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,Sales Executive,1,Single,3963,6,Yes,24,3,27,3,4,3,9,4,5,Yes
40,Non-Travel,Sales,2,2,Other,4,Female,Laboratory Technician,3,Married,9589,0,Yes,13,2,22,6,3,13,8,4,7,No
21,Travel_Rarely,Sales,8,4,Life Sciences,3,Male,Research Scientist,2,Married,9079,0,No,17,0,2,2,4,2,1,7,10,No
26,Travel_Rarely,Sales,5,3,Technical Degree,2,Female,Manager,2,Single,3975,5,No,18,1,8,5,3,8,0,9,4,No
55,Travel_Frequently,Sales,28,2,Technical Degree,3,Male,Sales Representative,3,Married,4512,1,No,19,2,35,2,2,6,1,4,6,No
24,Travel_Frequently,Human Resources,16,4,Life Sciences,1,Female,Laboratory Technician,2,Single,3663,0,No,18,1,2,0,3,5,1,9,5,No
57,Non-Travel,Research & Development,6,2,Life Sciences,3,Female,Sales Executive,3,Married,6697,1,No,10,3,37,6,2,2,3,10,3,No
23,Travel_Rarely,Research & Development,15,4,Technical Degree,2,Male,Manufacturing Director,3,Married,4066,4,No,25,3,4,0,4,15,9,6,2,No
58,Non-Travel,Research & Development,22,2,Life Sciences,2,Male,Laboratory Technician,4,Married,7846,1,No,21,1,40,2,4,1,2,7,9,No
42,Travel_Rarely,Human Resources,17,4,Life Sciences,4,Female,Laboratory Technician,1,Single,2491,5,No,23,0,24,3,4,9,5,5,9,No
30,Travel_Frequently,Sales,11,2,Life Sciences,1,Female,Laboratory Technician,4,Divorced,5534,4,No,25,3,8,6,1,8,2,7,7,No
24,Non-Travel,Research & Development,25,4,Life Sciences,3,Male,Sales Executive,4,Married,7149,0,Yes,22,2,4,1,2,5,1,4,7,No
23,Travel_Rarely,Research & Development,25,4,Life Sciences,4,Male,Healthcare Representative,1,Married,6721,1,No,22,0,5,0,3,13,10,0,1,No
36,Travel_Rarely,Research & Development,20,2,Life Sciences,4,Female,Research Scientist,1,Married,6789,4,Yes,25,1,14,6,3,12,8,10,6,No
26,Travel_Rarely,Research & Development,17,4,Other,4,Female,Human Resources,4,Married,3811,4,No,22,1,5,6,2,9,1,9,3,No
46,Travel_Rarely,Sales,25,2,Life Sciences,3,Female,Laboratory Technician,1,Married,4916,1,No,12,2,25,0,1,0,0,10,2,No
39,Travel_Frequently,Sales,24,1,Medical,2,Female,Research Scientist,1,Single,4127,0,No,16,1,21,1,3,2,10,8,8,No
57,Travel_Rarely,Sales,25,2,Medical,2,Female,Laboratory Technician,2,Married,3419,2,No,20,1,38,2,2,8,8,7,2,No
56,Travel_Rarely,Sales,16,1,Medical,1,Male,Manager,4,Married,5623,1,No,11,0,37,6,4,3,2,9,8,No
59,Travel_Rarely,Human Resources,14,2,Marketing,1,Male,Research Scientist,4,Single,4212,4,No,21,1,39,2,2,0,5,1,7,No
52,Travel_Frequently,Research & Development,7,2,Medical,4,Female,Laboratory Technician,3,Divorced,6970,3,Yes,20,2,32,5,1,0,7,5,0,No
34,Travel_Frequently,Research & Development,23,4,Medical,1,Male,Laboratory Technician,1,Married,5049,3,Yes,15,2,13,2,2,9,2,9,0,No
47,Travel_Rarely,Sales,5,4,Technical Degree,3,Male,Human Resources,2,Divorced,3354,1,Yes,15,0,26,2,2,7,0,7,6,No
34,Travel_Rarely,Sales,19,3,Technical Degree,2,Male,Laboratory Technician,3,Divorced,4066,2,No,12,1,14,1,4,7,8,1,0,No
55,Travel_Rarely,Human Resources,13,4,Technical Degree,3,Male,Sales Executive,2,Single,12786,1,Yes,10,2,33,6,3,9,8,3,7,No
57,Travel_Rarely,Human Resources,29,3,Technical Degree,2,Male,Laboratory Technician,2,Married,5019,5,Yes,18,1,36,5,3,9,8,2,0,No
59,Travel_Rarely,Human Resources,5,1,Technical Degree,1,Male,Sales Executive,4,Divorced,6504,3,Yes,20,2,40,6,4,10,8,9,9,No
58,Travel_Rarely,Sales,15,2,Medical,1,Female,Laboratory Technician,2,Married,6061,2,No,25,2,38,0,3,4,0,4,3,No
26,Travel_Rarely,Research & Development,5,2,Life Sciences,3,Male,Research Scientist,1,Married,3530,5,No,14,3,7,1,3,6,8,6,6,No
26,Non-Travel,Human Resources,10,2,Marketing,4,Male,Sales Executive,1,Single,2259,4,No,23,2,7,1,4,5,1,5,2,No
40,Travel_Rarely,Research & Development,2,1,Medical,1,Male,Research Director,4,Single,3826,3,No,10,3,19,5,4,10,10,8,5,No
56,Travel_Frequently,Research & Development,24,2,Marketing,3,Female,Sales Representative,1,Married,3483,7,Yes,15,1,38,3,2,3,2,1,6,No
56,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,Sales Executive,4,Single,3177,5,Yes,22,2,38,3,4,14,0,7,3,No
34,Travel_Rarely,Research & Development,18,1,Marketing,4,Male,Sales Executive,1,Married,3971,1,No,19,1,13,2,1,12,6,8,3,No
35,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,Sales Executive,1,Divorced,3611,3,No,10,0,17,1,1,3,0,7,5,No
40,Travel_Rarely,Sales,24,3,Life Sciences,4,Female,Laboratory Technician,1,Single,4562,3,No,10,0,19,6,1,4,8,0,0,No
33,Travel_Rarely,Sales,3,1,Technical Degree,3,Male,Research Scientist,1,Divorced,4501,2,No,18,2,13,1,3,12,4,8,7,No
36,Travel_Rarely,Research & Development,26,2,Life Sciences,4,Female,Manufacturing Director,2,Single,7153,3,No,15,0,18,5,3,13,8,10,0,No
55,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,Laboratory Technician,3,Single,2993,2,No,12,3,34,0,2,7,2,8,8,No
20,Non-Travel,Sales,27,1,Other,1,Female,Manager,3,Married,3899,6,No,13,1,2,2,2,8,5,7,4,No
20,Travel_Rarely,Research & Development,11,1,Life Sciences,4,Female,Research Scientist,2,Married,8008,2,Yes,17,2,1,6,3,11,9,8,0,No
49,Travel_Frequently,Research & Development,23,3,Life Sciences,1,Female,Research Scientist,2,Married,6518,1,No,22,1,27,1,1,9,5,9,7,No
32,Travel_Rarely,Research & Development,20,1,Medical,4,Male,Research Scientist,4,Single,5397,3,Yes,12,1,11,3,1,13,5,0,8,No
24,Non-Travel,Research & Development,27,2,Medical,3,Female,Sales Representative,2,Divorced,6425,4,No,15,3,6,2,2,13,2,0,8,No
58,Non-Travel,Research & Development,24,2,Marketing,1,Female,Manager,1,Married,3315,5,Yes,20,3,40,6,2,10,2,4,8,Yes
23,Travel_Frequently,Research & Development,12,1,Medical,4,Female,Sales Executive,3,Married,11215,1,No,16,1,4,4,1,15,8,7,8,No
52,Travel_Rarely,Research & Development,13,1,Life Sciences,4,Female,Research Scientist,3,Single,4719,2,No,14,1,32,5,2,0,7,7,2,No
49,Travel_Rarely,Research & Development,3,4,Life Sciences,4,Male,Laboratory Technician,4,Married,3780,6,Yes,10,3,27,0,4,5,1,1,6,No
22,Travel_Rarely,Human Resources,27,1,Life Sciences,4,Male,Manufacturing Director,3,Single,5834,4,No,22,3,2,1,2,5,0,6,4,No
24,Travel_Rarely,Sales,4,4,Medical,3,Male,Human Resources,2,Married,3236,3,No,21,0,2,2,1,7,8,5,9,No
38,Travel_Rarely,Sales,18,3,Medical,2,Female,Sales Executive,4,Single,5832,2,Yes,19,3,20,3,4,15,1,10,3,No
36,Travel_Frequently,Research & Development,12,2,Life Sciences,1,Male,Sales Executive,2,Married,5199,2,Yes,14,3,15,2,1,14,2,8,1,No
20,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Female,Manufacturing Director,3,Single,3621,2,No,21,2,1,3,1,5,2,6,4,No
41,Non-Travel,Research & Development,5,2,Life Sciences,3,Female,Sales Executive,4,Married,6052,4,No,22,2,19,4,4,15,7,4,7,No
41,Travel_Rarely,Human Resources,16,3,Technical Degree,4,Female,Sales Executive,1,Married,10208,4,No,12,3,22,4,3,15,1,7,1,No
55,Travel_Rarely,Research & Development,10,1,Other,3,Female,Healthcare Representative,2,Married,6008,5,No,24,3,37,2,4,14,2,6,10,No
18,Non-Travel,Sales,11,4,Technical Degree,3,Female,Laboratory Technician,1,Divorced,5534,5,No,15,0,0,5,3,9,1,7,3,No
24,Non-Travel,Human Resources,20,3,Life Sciences,4,Male,Sales Executive,2,Single,2929,3,No,20,3,4,5,1,15,4,2,8,No
57,Travel_Rarely,Research & Development,25,3,Life Sciences,1,Female,Sales Executive,2,Married,4654,2,No,16,3,39,5,1,1,7,8,10,No
47,Non-Travel,Research & Development,23,4,Life Sciences,2,Male,Manager,1,Single,3706,3,No,11,3,28,0,4,6,0,10,1,No
51,Travel_Rarely,Sales,28,3,Medical,4,Male,Research Director,3,Married,3077,0,No,21,1,29,4,1,7,7,4,9,No
36,Travel_Rarely,Human Resources,8,1,Medical,4,Male,Sales Executive,4,Married,3399,4,No,12,1,14,0,3,1,6,7,9,No
18,Travel_Rarely,Sales,2,2,Medical,3,Male,Sales Executive,4,Married,3294,3,Yes,21,3,0,4,2,13,1,3,3,No
19,Travel_Rarely,Sales,17,2,Other,4,Female,Laboratory Technician,1,Single,5371,2,Yes,24,3,0,4,3,0,10,5,4,No
28,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Female,Manufacturing Director,4,Married,4023,3,No,22,3,9,2,2,8,6,8,6,No
40,Travel_Rarely,Human Resources,27,4,Technical Degree,3,Male,Human Resources,2,Single,3727,4,Yes,12,2,21,5,4,10,9,5,7,No
20,Travel_Rarely,Research & Development,20,2,Life Sciences,1,Male,Healthcare Representative,3,Married,9976,3,No,15,1,0,2,2,7,1,7,4,No
56,Travel_Rarely,Research & Development,28,1,Technical Degree,4,Female,Laboratory Technician,4,Married,3945,3,No,19,0,38,4,4,11,3,0,7,No
